i,v1,v2,v3,v4,v5,v6,ii,iii,avr,avl,avf
3.310954,4.013022,3.1370463,2.8922586,2.833278,2.4006817,3.7984073,521.0,517.6890459060669,-262.15547704696655,-257.1890459060669,519.3445229530334
3.3108716,4.0128303,3.137046,2.9134066,2.833278,2.4006817,3.7984262,519.0,515.6891283988953,-261.15543580055237,-256.18912839889526,517.3445641994476
3.3108706,4.0128117,3.1370482,2.876619,2.833278,2.4006817,3.798405,542.0,538.6891293525696,-272.6554353237152,-267.6891293525696,540.3445646762848
3.3624969,4.031771,3.1408067,2.942979,2.833278,2.4006817,3.7986853,570.0,566.6375031471252,-286.6812484264374,-281.63750314712524,568.3187515735626
3.4264984,4.029966,3.1412396,3.0247433,2.8332782,2.4006815,3.7987938,577.0,573.5735015869141,-290.21324920654297,-285.07350158691406,575.286750793457
3.4007418,3.9615877,3.192804,3.057186,2.8332777,2.4006817,3.7985702,520.0,516.599258184433,-261.7003709077835,-256.599258184433,518.2996290922165
3.311482,3.820377,3.1370525,2.8167906,2.8475864,2.4006813,3.8032675,480.0,476.68851804733276,-241.65574097633362,-236.68851804733276,478.3442590236664
3.3314114,3.8354416,3.137041,2.8752012,2.8675368,2.4006815,3.820828,495.0,491.66858863830566,-249.16570568084717,-244.16858863830566,493.33429431915283
3.3041382,3.8041728,3.1370409,2.9095,2.8672307,2.4006815,3.8244765,512.0,508.69586181640625,-257.6520690917969,-252.69586181640625,510.3479309082031
3.312366,3.8354418,3.1371524,2.8523905,2.8332815,2.4006824,3.8252137,518.0,514.6876339912415,-260.6561830043793,-255.68763399124146,516.3438169956207
3.3109417,3.8399677,2.9902382,2.8532367,2.8483078,2.4006817,3.8254244,521.0,517.689058303833,-262.1554708480835,-257.189058303833,519.3445291519165
3.3108647,3.8297222,2.9285958,2.8504038,2.8462882,2.2578495,3.825546,522.0,518.6891353130341,-262.65543234348297,-257.68913531303406,520.344567656517
3.3108644,3.8041692,2.9529865,2.87574,2.870005,2.2145977,3.7952323,523.0,519.6891355514526,-263.1554322242737,-258.18913555145264,521.3445677757263
3.3108644,3.8089354,2.9530704,2.922892,2.8724546,2.3483996,3.798216,524.0,520.6891355514526,-263.6554322242737,-258.68913555145264,522.3445677757263
3.2968326,4.019352,2.961646,3.0496716,2.8352408,2.4006815,3.7889132,527.0,523.7031674385071,-265.14841628074646,-260.2031674385071,525.3515837192535
3.3108644,3.7325184,2.7107167,2.8641653,2.8332782,2.3470225,3.8108158,528.0,524.6891355514526,-265.6554322242737,-260.68913555145264,526.3445677757263
3.3056064,3.732896,2.9367676,2.9307647,2.8483136,2.2573655,3.6414535,528.0,524.6943936347961,-265.65280318260193,-260.69439363479614,526.3471968173981
3.3108642,3.9239755,2.9530473,3.041295,2.8333092,2.347674,3.796375,527.0,523.6891357898712,-265.1554321050644,-260.1891357898712,525.3445678949356
3.3108644,3.92402,3.1370401,3.0424533,2.8504274,2.347284,3.6327245,525.0,521.6891355514526,-264.1554322242737,-259.18913555145264,523.3445677757263
3.3107908,3.886594,3.1367383,2.863511,2.8374355,2.4006815,3.515088,526.0,522.6892092227936,-264.6553953886032,-259.6892092227936,524.3446046113968
3.3104901,3.9240105,3.1360607,2.863052,2.843271,2.3470492,3.5142984,529.0,525.6895098686218,-266.1552450656891,-261.1895098686218,527.3447549343109
3.310389,3.8895483,3.1369457,2.971626,2.8428428,2.4006636,3.531572,531.0,527.6896109580994,-267.1551945209503,-262.18961095809937,529.3448054790497
3.3161745,3.9240174,3.1370406,3.0027552,2.833284,2.347023,3.4473522,530.0,526.6838254928589,-266.65808725357056,-261.6838254928589,528.3419127464294
3.3116133,3.9240193,3.1370368,2.9991307,2.8332806,2.347023,3.4522655,530.0,526.6883866786957,-266.65580666065216,-261.6883866786957,528.3441933393478
3.3537936,4.012042,3.1370404,2.8793604,2.833278,2.360285,3.5619957,531.0,527.6462063789368,-267.1768968105316,-262.14620637893677,529.3231031894684
3.4218054,4.0121136,3.1328375,2.9962196,2.833278,2.3602982,3.4586408,532.0,528.5781946182251,-267.71090269088745,-262.5781946182251,530.2890973091125
3.4276898,4.0120435,3.1370487,2.9992952,2.833278,2.3602982,3.7952282,540.0,536.5723102092743,-271.71384489536285,-266.5723102092743,538.2861551046371
3.379857,4.0059857,3.1375191,2.9561749,2.8332777,2.3979487,3.683929,537.0,533.6201429367065,-270.18992853164673,-265.12014293670654,535.3100714683533
3.4255757,4.0279365,3.1370935,2.987103,2.83458,2.4134655,3.7984304,540.0,536.5744242668152,-271.7127878665924,-266.5744242668152,538.2872121334076
3.354731,4.025616,3.1370392,2.999964,2.83458,2.4133985,3.7984717,543.0,539.6452689170837,-273.17736554145813,-268.14526891708374,541.3226344585419
3.3355188,4.030091,3.137188,3.006589,2.8332777,2.4078953,3.7984726,542.0,538.6644811630249,-272.66775941848755,-267.6644811630249,540.3322405815125
3.3108764,4.0303197,3.1377172,3.0021117,2.8332777,2.4134657,3.7984595,543.0,539.6891236305237,-273.15543818473816,-268.1891236305237,541.3445618152618
3.317066,4.0310364,3.1371524,3.02131,2.8332777,2.4161108,3.7984726,546.0,542.6829340457916,-274.6585329771042,-269.6829340457916,544.3414670228958
3.3119628,4.0310326,3.1371636,3.0351214,2.8332777,2.4006817,3.798473,545.0,541.6880371570587,-274.15598142147064,-269.1880371570587,543.3440185785294
3.3210096,4.0270104,3.1370943,3.0087824,2.8332777,2.4006817,3.7984726,545.0,541.6789903640747,-274.16050481796265,-269.1789903640747,543.3394951820374
3.31088,4.018916,3.1370559,3.0057151,2.8332777,2.4006815,3.798473,547.0,543.689120054245,-275.1554399728775,-270.189120054245,545.3445600271225
3.3111835,4.024758,3.137044,3.0735238,2.8334544,2.4006824,3.7984717,543.0,539.6888165473938,-273.1555917263031,-268.1888165473938,541.3444082736969
3.3110566,4.013657,3.137052,3.0109448,2.8334544,2.4006817,3.7984607,540.0,536.6889433860779,-271.65552830696106,-266.6889433860779,538.3444716930389
3.3111646,3.9890733,3.1371717,2.9623878,2.8332777,2.400683,3.7983873,536.0,532.6888353824615,-269.6555823087692,-264.68883538246155,534.3444176912308
3.3251395,4.007423,3.1370542,2.99767,2.8332777,2.400683,3.7984538,533.0,529.6748604774475,-268.16256976127625,-263.1748604774475,531.3374302387238
3.3575363,4.011397,3.137047,3.0046058,2.8332777,2.4006815,3.7983906,527.0,523.642463684082,-265.178768157959,-260.14246368408203,525.321231842041
3.3159323,4.0120306,3.1370444,2.9788983,2.833278,2.4006815,3.7984114,523.0,519.6840677261353,-263.1579661369324,-258.18406772613525,521.3420338630676
3.3470314,4.0119433,3.1370502,2.9038463,2.8332777,2.4006815,3.7982235,521.0,517.6529686450958,-262.1735156774521,-257.1529686450958,519.3264843225479
3.313556,4.0119333,3.1370444,2.881381,2.833278,2.4006815,3.7982633,518.0,514.6864440441132,-260.6567779779434,-255.68644404411316,516.3432220220566
3.291462,4.012048,3.137042,2.8524866,2.8333018,2.4006824,3.79831,514.0,510.7085380554199,-258.64573097229004,-253.70853805541992,512.35426902771
3.300551,4.0119386,3.1370442,2.8482468,2.8333018,2.4006817,3.798213,513.0,509.6994490623474,-258.1502754688263,-253.1994490623474,511.3497245311737
3.3000746,4.0120487,3.1371708,2.8309302,2.833278,2.400683,3.7982519,512.0,508.69992542266846,-257.65003728866577,-252.69992542266846,510.34996271133423
3.3055758,4.012048,3.1370535,2.8386412,2.8332784,2.400679,3.7980423,515.0,511.69442415237427,-259.15278792381287,-254.19442415237427,513.3472120761871
3.3058178,4.0120435,3.137045,2.8570163,2.8332784,2.4004755,3.7971303,512.0,508.6941821575165,-257.65290892124176,-252.69418215751648,510.34709107875824
3.2889173,4.0120206,3.1370416,2.8476918,2.8332782,2.3997598,3.7980936,513.0,509.7110826969147,-258.14445865154266,-253.21108269691467,511.35554134845734
3.3106935,4.012043,3.137048,2.9187975,2.8332782,2.3962793,3.7980657,514.0,510.68930649757385,-258.6553467512131,-253.68930649757385,512.3446532487869
3.310355,4.0120096,3.137041,2.915407,2.833278,2.392314,3.7956655,515.0,511.6896450519562,-259.1551774740219,-254.18964505195618,513.3448225259781
3.306154,4.012034,3.1370409,2.986911,2.8332813,2.3685799,3.7971199,515.0,511.69384598731995,-259.15307700634,-254.19384598731995,513.34692299366
3.3058777,4.0119977,3.1370435,2.9965353,2.8332813,2.3618035,3.7960353,517.0,513.6941223144531,-260.15293884277344,-255.19412231445312,515.3470611572266
3.308122,4.0124135,3.1371703,2.9878902,2.833278,2.393353,3.7964962,519.0,515.691878080368,-261.154060959816,-256.19187808036804,517.345939040184
3.3087435,4.012079,3.137053,2.9830654,2.833278,2.3909202,3.7853808,518.0,514.6912565231323,-260.65437173843384,-255.69125652313232,516.3456282615662
3.3082714,4.012415,3.1370444,2.999031,2.833278,2.3981595,3.727239,519.0,515.691728591919,-261.1541357040405,-256.19172859191895,517.3458642959595
3.3051338,4.012409,3.1370409,2.9765978,2.833278,2.3993187,3.741642,518.0,514.6948661804199,-260.65256690979004,-255.69486618041992,516.34743309021
3.3089557,4.0129733,3.1370473,2.987062,2.8332777,2.400611,3.7019956,519.0,515.6910443305969,-261.15447783470154,-256.1910443305969,517.3455221652985
3.3104587,4.0134583,3.1370397,2.974979,2.8332777,2.4006753,3.7245793,518.0,514.6895413398743,-260.65522933006287,-255.68954133987427,516.3447706699371
3.3105798,4.016619,3.1370401,2.975498,2.8332782,2.4006822,3.7944005,518.0,514.6894202232361,-260.65528988838196,-255.68942022323608,516.344710111618
3.311991,4.0149817,3.1370409,2.9864655,2.8332782,2.4006817,3.796943,519.0,515.6880090236664,-261.1559954881668,-256.1880090236664,517.3440045118332
3.311122,4.0138803,3.137169,2.977137,2.8332782,2.400683,3.7980802,518.0,514.6888780593872,-260.6555609703064,-255.6888780593872,516.3444390296936
3.3150568,4.0143933,3.137053,2.9566545,2.8332782,2.400683,3.7983682,521.0,517.6849431991577,-262.15752840042114,-257.1849431991577,519.3424715995789
3.3132243,4.020428,3.137045,2.9796264,2.833278,2.4006815,3.7984602,520.0,516.6867756843567,-261.65661215782166,-256.6867756843567,518.3433878421783
3.3119328,4.0166993,3.1370413,2.9662957,2.8332784,2.4006815,3.7984622,518.0,514.6880671977997,-260.65596640110016,-255.68806719779968,516.3440335988998
3.320051,4.0177884,3.1370485,2.9141438,2.833278,2.4006817,3.7984626,517.0,513.6799490451813,-260.16002547740936,-255.17994904518127,515.3399745225906
3.3129888,4.0144715,3.137041,2.929183,2.8332784,2.4006817,3.7984602,518.0,514.6870112419128,-260.6564943790436,-255.68701124191284,516.3435056209564
3.3111434,4.0202007,3.1370413,2.8536482,2.8332784,2.4006824,3.7984524,519.0,515.6888566017151,-261.15557169914246,-256.1888566017151,517.3444283008575
3.3122406,4.0197473,3.1370444,2.8477612,2.8332784,2.4006817,3.7984521,518.0,514.6877593994141,-260.65612030029297,-255.68775939941406,516.343879699707
3.3111086,4.016424,3.1371717,2.8593228,2.833278,2.400683,3.79845,520.0,516.6888914108276,-261.6555542945862,-256.68889141082764,518.3444457054138
3.3122764,4.016506,3.1370559,2.8744664,2.833278,2.400683,3.7984374,522.0,518.6877236366272,-262.6561381816864,-257.6877236366272,520.3438618183136
3.3110032,4.0126977,3.1370466,2.879321,2.833278,2.4006817,3.798395,522.0,518.6889967918396,-262.6555016040802,-257.6889967918396,520.3444983959198
3.3109496,4.014147,3.1370432,2.900742,2.833278,2.4006815,3.7984145,520.0,516.6890504360199,-261.65547478199005,-256.6890504360199,518.34452521801
3.3108587,4.012499,3.1370494,2.8768325,2.833278,2.4006817,3.7983978,518.0,514.6891412734985,-260.65542936325073,-255.68914127349854,516.3445706367493
3.3109355,4.014318,3.1370423,2.8608243,2.833278,2.4006815,3.7983859,520.0,516.6890645027161,-261.65546774864197,-256.68906450271606,518.344532251358
3.3108785,4.0126023,3.1370444,2.8643298,2.833278,2.4006817,3.798385,520.0,516.6891214847565,-261.65543925762177,-256.68912148475647,518.3445607423782
3.3110204,4.0130386,3.1370459,2.9226665,2.833278,2.4006817,3.7984116,519.0,515.6889796257019,-261.15551018714905,-256.1889796257019,517.344489812851
3.3109083,4.0142956,3.137173,2.8964438,2.833278,2.4006815,3.798395,518.0,514.6890916824341,-260.65545415878296,-255.68909168243408,516.344545841217
3.3109083,4.0141473,3.137054,2.855722,2.833278,2.4006815,3.7984116,518.0,514.6890916824341,-260.65545415878296,-255.68909168243408,516.344545841217
3.3108797,4.012461,3.1370466,2.8847072,2.833278,2.4006817,3.7983754,518.0,514.6891202926636,-260.6554398536682,-255.68912029266357,516.3445601463318
3.3109515,4.0125346,3.1370428,2.896183,2.833278,2.4006817,3.798383,520.0,516.6890485286713,-261.65547573566437,-256.68904852867126,518.3445242643356
3.3109312,4.0152326,3.1370497,2.923212,2.833278,2.4006817,3.7983532,520.0,516.6890687942505,-261.65546560287476,-256.6890687942505,518.3445343971252
3.3109689,4.0126395,3.137042,2.8646832,2.833278,2.4006817,3.798382,521.0,517.689031124115,-262.1554844379425,-257.189031124115,519.3445155620575
3.3110325,4.0135903,3.1370423,2.9528084,2.833278,2.4006815,3.798396,520.0,516.6889674663544,-261.6555162668228,-256.68896746635437,518.3444837331772
3.3109097,4.0123816,3.1370435,2.9306233,2.833278,2.4006817,3.7984033,519.0,515.6890902519226,-261.1554548740387,-256.1890902519226,517.3445451259613
3.3109143,4.013712,3.1371765,2.9002333,2.833278,2.4006817,3.7983916,517.0,513.6890857219696,-260.1554571390152,-255.1890857219696,515.3445428609848
3.310949,4.012275,3.1370544,2.8842468,2.833278,2.4006817,3.798369,518.0,514.689050912857,-260.6554745435715,-255.68905091285706,516.3445254564285
3.3108907,4.0133395,3.137046,2.8904896,2.833278,2.4006817,3.7983775,537.0,533.6891093254089,-270.15544533729553,-265.18910932540894,535.3445546627045
3.312448,4.031771,3.137057,2.902494,2.833278,2.4006817,3.7985423,562.0,558.6875519752502,-282.6562240123749,-277.68755197525024,560.3437759876251
3.4086974,4.030332,3.137172,2.925717,2.8332782,2.4006817,3.7987325,583.0,579.5913026332855,-293.20434868335724,-288.0913026332855,581.2956513166428
3.4267483,3.9020011,3.1537616,3.064445,2.8332777,2.4006817,3.798849,544.0,540.5732517242432,-273.7133741378784,-268.57325172424316,542.2866258621216
3.3416715,4.0298615,3.1475725,2.8747885,2.833278,2.4006815,3.7999806,483.0,479.6583285331726,-243.1708357334137,-238.1583285331726,481.3291642665863
3.311172,3.8354363,3.1370425,2.8741436,2.9009922,2.4006817,3.8200042,477.0,473.6888279914856,-240.1555860042572,-235.1888279914856,475.3444139957428
3.2931485,3.8041692,3.1371918,2.8035254,2.8629541,2.4006813,3.8244064,519.0,515.7068514823914,-261.1465742588043,-256.20685148239136,517.3534257411957
3.310885,3.8354414,3.148754,2.857636,2.8612025,2.4006827,3.825427,522.0,518.6891150474548,-262.6554424762726,-257.68911504745483,520.3445575237274
3.3406866,4.03131,3.137095,2.8422046,2.8337119,2.4006817,3.8252742,525.0,521.6593134403229,-264.17034327983856,-259.1593134403229,523.3296567201614
3.310864,3.7682233,2.7260945,2.8579965,2.9410088,2.2578483,3.8255212,527.0,523.6891360282898,-265.1554319858551,-260.1891360282898,525.3445680141449
3.310864,3.8041415,2.9470716,2.9797885,2.848563,2.2195296,3.8255544,530.0,526.6891360282898,-266.6554319858551,-261.6891360282898,528.3445680141449
3.2893062,3.804171,2.9541018,2.9239254,2.8700044,2.3069284,3.7985642,531.0,527.7106938362122,-267.1446530818939,-262.21069383621216,529.3553469181061
3.3107512,4.0318255,3.1370368,3.2243247,2.8348937,2.3972158,3.798463,533.0,529.6892488002777,-268.15537559986115,-263.1892488002777,531.3446244001389
3.310825,3.7325137,2.707417,2.8213649,2.8360858,2.347023,3.8290884,533.0,529.6891748905182,-268.1554125547409,-263.1891748905182,531.3445874452591
3.3058417,3.8036335,2.7086463,2.9258466,2.8482823,2.2183049,3.7713733,536.0,532.6941583156586,-269.6529208421707,-264.69415831565857,534.3470791578293
3.2801762,3.9240017,2.9522462,3.0366073,2.8332715,2.3366537,3.797877,538.0,534.7198238372803,-270.64008808135986,-265.7198238372803,536.3599119186401
3.3108644,3.92407,3.137039,3.1649778,2.841674,2.347023,3.7900898,538.0,534.6891355514526,-270.6554322242737,-265.68913555145264,536.3445677757263
3.2809434,3.8844955,3.1300464,2.9169683,2.852201,2.3862493,3.5143454,539.0,535.7190566062927,-271.14047169685364,-266.2190566062927,537.3595283031464
3.310864,3.9164805,3.1366787,2.886792,2.833348,2.3470228,3.5161324,540.0,536.6891360282898,-271.6554319858551,-266.6891360282898,538.3445680141449
3.280002,3.8842468,3.1275516,2.958426,2.859181,2.3994231,3.5372143,541.0,537.719997882843,-272.1400010585785,-267.219997882843,539.3599989414215
3.3628097,3.9240186,3.1370406,3.0079594,2.833333,2.3474603,3.4568172,541.0,537.6371903419495,-272.18140482902527,-267.13719034194946,539.3185951709747
3.3140488,3.9240184,3.1370392,3.0135798,2.8337562,2.3466218,3.445014,542.0,538.6859512329102,-272.6570243835449,-267.68595123291016,540.3429756164551
3.3464997,4.0120482,3.1370406,2.8647294,2.8332782,2.347023,3.4647691,541.0,537.6535003185272,-272.1732498407364,-267.1535003185272,539.3267501592636
3.4149067,4.0119205,3.1339133,2.9829164,2.8572109,2.3602986,3.44015,541.0,537.5850932598114,-272.2074533700943,-267.0850932598114,539.2925466299057
3.4278634,4.0120487,3.1371183,2.976692,2.833278,2.3602982,3.595964,542.0,538.5721366405487,-272.71393167972565,-267.5721366405487,540.2860683202744
3.4003153,4.0055866,3.1370454,2.8897455,2.8345814,2.360054,3.4551923,543.0,539.599684715271,-273.2001576423645,-268.099684715271,541.2998423576355
3.393205,4.0120664,3.138377,2.8219671,2.833297,2.413465,3.7936304,544.0,540.6067950725555,-273.69660246372223,-268.60679507255554,542.3033975362778
3.405821,4.0095806,3.1370053,3.0497956,2.8361623,2.3606715,3.7959595,545.0,541.5941789150238,-274.2029105424881,-269.0941789150238,543.2970894575119
3.343301,4.0216756,3.1374187,2.8702483,2.833278,2.4129019,3.7984726,547.0,543.6566989421844,-275.1716505289078,-270.15669894218445,545.3283494710922
3.3236437,4.017814,3.1390631,2.9243226,2.833348,2.3923872,3.798351,549.0,545.6763563156128,-276.1618218421936,-271.1763563156128,547.3381781578064
3.3337069,4.031386,3.1427364,3.020645,2.8332777,2.4134638,3.7984712,549.0,545.6662931442261,-276.16685342788696,-271.1662931442261,547.333146572113
3.311847,4.0189247,3.137608,3.0382006,2.8365557,2.4006922,3.7984726,550.0,546.6881530284882,-276.6559234857559,-271.68815302848816,548.3440765142441
3.313312,4.0283737,3.137427,3.0111604,2.8332777,2.4006815,3.7984726,550.0,546.6866879463196,-276.6566560268402,-271.6866879463196,548.3433439731598
3.3109744,4.028042,3.137057,3.0018694,2.8334548,2.4006143,3.7984726,548.0,544.6890256404877,-275.65548717975616,-270.68902564048767,546.3445128202438
3.3120632,4.0301294,3.137051,3.0549765,2.8332832,2.4006815,3.798473,544.0,540.6879367828369,-273.65603160858154,-268.6879367828369,542.3439683914185
3.3076172,4.015406,3.1370652,3.0548697,2.83376,2.4006815,3.798473,534.0,530.6923828125,-268.65380859375,-263.6923828125,532.34619140625
3.312295,4.012595,3.1373744,3.013836,2.833278,2.400683,3.7984686,527.0,523.687705039978,-265.156147480011,-260.187705039978,525.343852519989
3.3128133,4.0120053,3.1370625,3.002307,2.8332877,2.400683,3.7984653,522.0,518.6871867179871,-262.65640664100647,-257.68718671798706,520.3435933589935
3.3206167,4.01172,3.1370916,3.0127516,2.8332777,2.400683,3.798449,517.0,513.6793832778931,-260.16030836105347,-255.17938327789307,515.3396916389465
3.3274746,4.01183,3.137044,2.9877913,2.8337526,2.4006822,3.798458,513.0,509.6725254058838,-258.1637372970581,-253.1725254058838,511.3362627029419
3.292667,4.012032,3.1371217,2.863336,2.833278,2.4006815,3.7982876,508.0,504.70733308792114,-255.64633345603943,-250.70733308792114,506.35366654396057
3.3104272,4.011927,3.1370425,2.8318937,2.8333018,2.4006689,3.7981806,506.0,502.6895728111267,-254.65521359443665,-249.6895728111267,504.34478640556335
3.279676,4.0120482,3.1370432,2.8631716,2.8332798,2.4006817,3.7980855,505.0,501.72032403945923,-254.13983798027039,-249.22032403945923,503.3601620197296
3.2795923,4.0118093,3.1370525,2.8830638,2.833361,2.4006474,3.8036869,505.0,501.7204077243805,-254.13979613780975,-249.2204077243805,503.36020386219025
3.2797203,4.011317,3.13737,2.8002481,2.8332827,2.3972745,3.8033502,504.0,500.7202796936035,-253.63986015319824,-248.72027969360352,502.36013984680176
3.280416,4.0034604,3.137062,2.7830408,2.8333066,2.3472638,3.8180828,505.0,501.7195839881897,-254.14020800590515,-249.2195839881897,503.35979199409485
3.2822607,3.9832249,3.1370902,2.8384502,2.8335674,2.3470612,3.8175304,507.0,503.7177393436432,-255.1411303281784,-250.2177393436432,505.3588696718216
3.2831514,3.9641814,3.1370428,2.9343603,2.8334022,2.3470345,3.7759383,509.0,505.71684861183167,-256.14157569408417,-251.21684861183167,507.35842430591583
3.2800915,3.9555004,3.1371198,2.9497676,2.8333106,2.3470268,3.7355103,509.0,505.71990847587585,-256.1400457620621,-251.21990847587585,507.3599542379379
3.2841754,3.954832,3.137041,2.951364,2.8332925,2.3470283,3.702666,510.0,506.7158246040344,-256.6420876979828,-251.71582460403442,508.3579123020172
3.2831755,3.9559903,3.1370406,2.9668295,2.833283,2.3470964,3.6888986,510.0,506.7168245315552,-256.6415877342224,-251.71682453155518,508.3584122657776
3.2840476,3.9603107,3.1370502,3.025343,2.8332944,2.3471136,3.6463661,512.0,508.7159523963928,-257.6420238018036,-252.71595239639282,510.3579761981964
3.2923126,4.008142,3.1373653,2.994894,2.8332803,2.347735,3.6271849,513.0,509.7076873779297,-258.14615631103516,-253.2076873779297,511.35384368896484
3.2911854,4.010645,3.1370564,2.995242,2.833278,2.3474839,3.6204464,513.0,509.7088146209717,-258.14559268951416,-253.20881462097168,511.35440731048584
3.2929235,4.0146604,3.1370802,3.0078773,2.833278,2.3508396,3.6203349,514.0,510.70707654953003,-258.646461725235,-253.70707654953003,512.353538274765
3.2975225,4.012889,3.1370225,3.0003824,2.8332865,2.3678234,3.6229336,513.0,509.70247745513916,-258.1487612724304,-253.20247745513916,511.3512387275696
3.3016195,4.0148573,3.1370635,2.9960804,2.833278,2.399859,3.6341622,514.0,510.6983804702759,-258.65080976486206,-253.69838047027588,512.3491902351379
3.3044422,4.016561,3.1370125,2.9922357,2.8332784,2.4038548,3.7309873,515.0,511.6955578327179,-259.15222108364105,-254.1955578327179,513.347778916359
3.3067317,4.0147285,3.1370018,3.023014,2.8332784,2.4007425,3.7959213,517.0,513.6932682991028,-260.1533658504486,-255.19326829910278,515.3466341495514
3.325494,4.021915,3.1370475,3.0317135,2.8332815,2.4007256,3.7984242,516.0,512.6745059490204,-259.6627470254898,-254.67450594902039,514.3372529745102
3.3136477,4.016584,3.1373596,2.9944425,2.8332884,2.4006834,3.7984617,515.0,511.6863522529602,-259.1568238735199,-254.1863522529602,513.3431761264801
3.3310163,4.0205173,3.1370606,2.973034,2.8332808,2.400684,3.798469,515.0,511.66898369789124,-259.1655081510544,-254.16898369789124,513.3344918489456
3.3297799,4.020699,3.13709,2.932118,2.8332822,2.40069,3.798467,516.0,512.6702201366425,-259.6648899316788,-254.67022013664246,514.3351100683212
3.3191133,4.0278068,3.137043,2.8704064,2.83328,2.4006858,3.7984629,517.0,513.6808867454529,-260.15955662727356,-255.18088674545288,515.3404433727264
3.3297904,4.027018,3.1371212,2.8701215,2.8332791,2.400683,3.798456,519.0,515.670209646225,-261.1648951768875,-256.170209646225,517.3351048231125
3.329344,4.0195827,3.1370435,2.853432,2.8332782,2.4006827,3.7984626,519.0,515.670655965805,-261.1646720170975,-256.17065596580505,517.3353279829025
3.3206267,4.0164,3.137044,2.9104462,2.833278,2.4006822,3.7984464,517.0,513.6793732643127,-260.1603133678436,-255.17937326431274,515.3396866321564
3.3115816,4.0164275,3.137055,2.903494,2.8332784,2.4006815,3.7984395,522.0,518.6884183883667,-262.65579080581665,-257.6884183883667,520.3442091941833
3.3129835,4.0222645,3.137377,2.8777862,2.833278,2.400683,3.7984555,525.0,521.6870164871216,-264.1564917564392,-259.1870164871216,523.3435082435608
3.311968,4.0222917,3.137072,2.851666,2.833278,2.4006839,3.7984583,522.0,518.68803191185,-262.655984044075,-257.68803191185,520.344015955925
3.3105545,4.0181518,3.1371064,2.9290917,2.8332777,2.40069,3.7984483,521.0,517.6894454956055,-262.15527725219727,-257.18944549560547,519.3447227478027
3.3107219,4.017543,3.1370625,2.913487,2.8332784,2.4006853,3.7984464,523.0,519.6892781257629,-263.15536093711853,-258.18927812576294,521.3446390628815
3.3106728,4.01866,3.1371324,2.9528756,2.8332777,2.400683,3.7984335,519.0,515.6893272399902,-261.1553363800049,-256.18932723999023,517.3446636199951
3.3107677,4.016724,3.1370444,2.8769765,2.833278,2.4006827,3.798429,518.0,514.6892323493958,-260.6553838253021,-255.68923234939575,516.3446161746979
3.3109422,4.017759,3.137049,2.932088,2.8332777,2.4006822,3.7984269,516.0,512.6890578269958,-259.6554710865021,-254.68905782699585,514.3445289134979
3.3109272,4.013413,3.1370578,2.941174,2.8332782,2.4006815,3.7984145,516.0,512.6890728473663,-259.65546357631683,-254.68907284736633,514.3445364236832
3.3108754,4.0121408,3.1373777,2.9564533,2.8332777,2.4006815,3.7983713,518.0,514.689124584198,-260.655437707901,-255.689124584198,516.344562292099
3.3108013,4.0123863,3.1370633,2.867095,2.833278,2.400682,3.7983096,520.0,516.6891987323761,-261.65540063381195,-256.6891987323761,518.344599366188
3.3108668,4.013006,3.1370926,2.8856063,2.8332784,2.400683,3.7983644,516.0,512.6891331672668,-259.6554334163666,-254.68913316726685,514.3445665836334
3.3108366,4.013183,3.1370435,2.8855262,2.833278,2.4006824,3.7983668,516.0,512.6891634464264,-259.6554182767868,-254.6891634464264,514.3445817232132
3.3108854,4.0137873,3.1371238,2.8845162,2.833278,2.4006817,3.798264,517.0,513.6891145706177,-260.15544271469116,-255.18911457061768,515.3445572853088
3.3108413,4.012064,3.137043,2.8913913,2.833278,2.4006815,3.7979865,524.0,520.6891586780548,-263.6554206609726,-258.6891586780548,522.3445793390274
3.3111234,4.0269847,3.1370487,2.9654775,2.833278,2.4006815,3.798457,540.0,536.6888766288757,-271.65556168556213,-266.68887662887573,538.3444383144379
3.3519616,4.0317674,3.1371279,3.0210264,2.833278,2.4006817,3.7984877,585.0,581.6480383872986,-294.1759808063507,-289.1480383872986,583.3240191936493
3.4276426,3.8989024,3.2366662,3.0035717,2.8333213,2.4131267,3.816662,544.0,540.572357416153,-273.7138212919235,-268.57235741615295,542.2861787080765
3.311757,4.0150304,3.1371017,2.8716202,2.8332777,2.4006815,3.8006108,485.0,481.6882429122925,-244.15587854385376,-239.18824291229248,483.34412145614624
3.3120935,3.8354545,3.1373973,2.8718166,2.8541043,2.400691,3.8254976,484.0,480.68790650367737,-243.65604674816132,-238.68790650367737,482.3439532518387
3.3108687,3.8041728,3.1370425,2.8791676,2.8332784,2.4006815,3.7989895,502.0,498.6891312599182,-252.6554343700409,-247.6891312599182,500.3445656299591
3.3108602,3.8353946,3.1371331,3.0016716,2.8674805,2.347023,3.8255103,515.0,511.68913984298706,-259.15543007850647,-254.18913984298706,513.3445699214935
3.3111012,4.031758,3.1370645,2.8128548,2.8332813,2.4006817,3.824758,519.0,515.6888988018036,-261.1555505990982,-256.1888988018036,517.3444494009018
3.310862,3.8354418,2.9570336,2.9018292,2.83177,2.3473916,3.825502,518.0,514.6891379356384,-260.6554310321808,-255.68913793563843,516.3445689678192
